"ElectionNumber","Name_English","Name_Original","City"
"4105","???? ???????????? ???? ?? ?????","???? ????????? ??? ???? ?? ?????","?????"
"4106","????? ???? ????????? ????? ???????","Miami Rahi Abdel Wahid Hasirn Al-
Faraon","?????"
"4107","???? ????? ???? ????? ????????","Hanan Salman Ahmed Hamdan Al-Hashemi","?????"
"4108","??????? ???? ???? ???????","Badr Alaa Jassim Mohammed Abu Saiba","?????"
"4109",".???? ???? ???? ???? ???????","Zainab Jalal Ahmed Mohammed Al-
Rukani","?????"
"411","???? ??? ????????? ???????????","Call of Rasn Abdul Sahib Jaber Al-Saadi","?????"
"4110","??? ???? ???? ???","Qais Muhammad Ali Hassan","?????"
"4111","???? ???? ??? ??? ???????","Confident, Hassan Abdul-Saadi","?????"
"4112","???? ??? ??? ????????????????","Aqeel Shams Hamad Al-Zahir Al-Mashhadani","?????"
"4113","???? ???? ????? ???? ???????","Ahmed Ali Hamadi Toba Al-Maliki","?????"
"4114","????? ??? ???????? ???????","Zahraa Hassan Fakher Obaid Al-
Maliki","?????"
"4115","????? ?????????????????????","Lamia Abdel Sattar Shaker Bashir Kafri","?????"
"4116","????????? ?????????? ????? ????? ?????????","Abdul Jabbar Abdul Haseer N Thani
Haseer N Sudanese","?????"
"4117","??? ???? ??????? ?????? ???? ????","Amal Ali Ismail Yasser N Albu
Ali","?????"
"4118","???? ??????? ???? ???? ??????","Muththan Ibrahim Ahmed Mohammed
Al-Shanshal","?????"
"4119","???? ??????? ???? ???????","Misha Samir Khalaf Mohammed Al-Shajer Y","?????"
"412","???? ?????????? ????? ????? ???????","Wajdi Abdel-Hassan Sarhan Aflak Emirate","?????"
"4120","???? ???? ????? ???? ?????????","Hamed Mohammed Muajjil Tola Al-Baijawi","?????"
"4121","???? ??? ?????????????????","Maryam Saad Jabbar Jaazal Al-Muhammadawi","?????"
"4122","???? ???????????? ??? ???????","Tariq Abdul Khadhan Laith Al-Maliki","?????"
"4123","???? ???? ???? ????","Ayad Saleh Sabah Mohammed","?????"
"4124",".??? ???? ???? ???? ???????","Saja Bassem Majeed Mohammed Al-Daraji","?????"
"4125","???? ??????????????","Wafaa Jabbar Abd al-Nour Ha-
ssoun","?????"
"4126","???? ???? ???????? ????????","Sarah Ali Shaker Rahim Al-Silawi","?????"
"4127","???? ????? ???? ??????????","Walid Radwan Medhat Qader Al-Dalawy","?????"
"4128","??? ???? ????? ????? ??????","Saif Dawood Salman Mazloum Al-Ahmar","?????"
"4129","????? ????????? ???? ??????? ????????","Tweet Abdul Qader Ali Abdullah Al-Dulaimi","?????"
"413","????? ????? ?????????? ????????","????? ???","?????"
"4130","???? ???? ????? ???? ???????","Ali Jamal Hasir N       Mohsen
Al-Maliki","?????"
"4131","????? ???????? ???? ???????","Tasneem Haider Naama Mohsen Abu Raghif","?????"
"4132","???? ???? ???? ????? ????","Malik Youssef Fayyad Mahdi Zaidi","?????"
"4133","???? ???? ????? ????","Maryam Mohammed Hasiran Mo-
hammed","?????"
"4134","???? ???? ????????? ????????","???? ???? ???? ????? ????????","?????"
"4135",".????? ???? ????? ???? ???????","Anwar Dawood Salman Falih Al-Khafaji","?????"
"4136","????? ???? ????? ???????????","Suhaila Jalil Mustafa Jaaz Al-
Rubaie","?????"
"4137","???? ???? ???? ???? ????? ????","Ali Muhammad NaseefJassim Al-Qarra is dear to
me","?????"
"4138","???? ???? ???? ????? ?? ?????","Rabab Falih Haddad is hungry, the hungry","?????"
"4139","???? ???? ??? ?????","Nawal Musaheb Fajh Sultan","?????"
"414","????????? ??? ??????? ????? ???????","Abdul Amir Najm Abdullah Madlul Al-Miyaji","?????"
"4140","???? ????????????? ???????????","Muhammad Mutasher Abdulkarim Qadir Al-Gharawi","?????"
"4141","????? ???? ????? ???","Sahra Ahmed Mahmoud Khalaf","?????"
"4142","???????? ????????? ??????","Haider Abbas Aziz Mahmoud Al-Bawi","?????"
"4143","???????? ???? ?????","Khadir Abbas Hadi Alwan","?????"
"4144","???? ?????????????? ????????","   Wissam Nasser Abdul Haseer n Jaafr-
                              asdi","?????"
"4145","???? ???????? ??? ???????","Walid Shukr Mahmoud Hamad Al-Azzawi","?????"
"4146","????? ???? ???? ???????????","Fayhaa Abboud Mahdi Jaazal Al-Nadawi","?????"
"4147","????? ??? ???? ????","Solaf Qais Obaid Aboud","?????"
"4148",".??????? ???? ????? ???? ???????","Ibrahim Rafid Imran Qader Al-Mufarji","?????"
"4149","???? ???? ???? ???? ????","Ali Adel Hamid Jihad Bir M","?????"
"415","???? ???? ??? ????? ???????","Abbas Hayal but Hasirn Al-Maliki","?????"
"4150",".????? ???? ???? ??????? ???????","Anmar Khaled Khalil Ibrahim Al-Janani","?????"
"4151","??? ?????????? ???? ???? ????????","   Sara Abdelhassir N       Obaid Mo-
              hammed Al-Tamimi","?????"
"4152","??? ???????? ????????? ??????????","  Shahid Imad Kazim Abdul Wa-
            hab Al-Shahrabani","?????"
"4153","???????? ??? ???????????","Ammar Fayyaz Hamad Qadir Al-Amri","?????"
"4154","???? ??????? ???? ???? ??????","Alaa Ismail Wahib Mohammed Al-Saadi","?????"
"4155","???? ???? ???? ???? ????????","Ahmed Mahna Jassim An'ad Al-Khabouri","?????"
"4156","????? ??? ???? ???? ????????","Balqis Hassan Naas Muhammad Al-Muntafiki","?????"
"4157","?????? ??? ???? ???? ??????","Ibtisam Hassan Obaid Mani' Al-Shammari","?????"
"4158","???? ???? ??????????????","Ahmed Khalil Khadir Khalil Kakhoury","?????"
"4159","???? ???????? ???????????","Suad Mazhar Subaih Mutasher Al-Saedi","?????"
"416","???? ???????? ????? ???????","Jawad Kazem Hamadi Al-
Halfan Revolution","?????"
"4160","???? ???? ???? ???????? ????????","Muhammad Latif Abbas Abdul-Ridha Azirjawi","?????"
"4161","????? ???? ???????? ?????????","Hasir N       Faris Mughrifayyadh
Al-Sultani","?????"
"4162",".??????????? ??? ???? ???????","I am proud of you, Khalaf Qader
Al-Janani","?????"
"4163","???? ??? ???????????. ????","Nias Ali Hassan Tahir Al-Saadi","?????"
"4164","????? ???? ???? ????????????","Secrets of the morning, Hawi Qadir
al-Tamimi","?????"
"4165","???? ???? ???? ????","Ahmed Sadiq Khalifa Ahmed","?????"
"4166",".???? ???? ??? ????? ???????","Hadeel Ahmed Hassan Rahima Al-Mufarji","?????"
"4167","???????? ??? ??????. ?????","Wake up Ayad Kamel Hassan, the teacher","?????"
"4168","??? ????????????????? ??????","Nagham Abdul-Jabbar Nasser Mohammed Al-Sada","?????"
"4169","????????? ???? ???? ??????","Jabardarwish Jassim Battikh Al Shamri","?????"
"417","???? ???? ???????. ???? ????","Mohammed Baji Aboud Saleh Al-Maliki","?????"
"4170","????? ???????? ???? ?????????","Ikhlas Jabar Hamid Rumi Al-Bahadli","?????"
"4171","???? ???????? ???? ???","Hiam Amirsalim George Yeshu","?????"
"4172","????? ???? ?????????? ????????? ?????????","Murtasan Hamid Abdul Haseer N Ab-
dul Karim Al-Sudani","?????"
"4173","?????? ?????? ??? ???? ????????","Sahar Abdel Razzaq Tashm Mohammed
Al-Kanani","?????"
"4174","???? ?????????? ???? ??? ????? ???????","Labthan Abdulhasir N       Jassim Abdul Redha
Al-Saedi","?????"
"4175","???? ????? ???? ????? ???????","Naeem Dunyan Obaid Atiwi Al-Gharawi","?????"
"4176","???? ??? ????????? ???? ?????????","Ali Saad Abdul Razzaq Abboud Al-
Takrithiri","?????"
"4177",".???????. ???? ???? ??????? ??","Mohammed Rahim Abdullah Jialjanani","?????"
"4178","???? ???? ????? ???? ???????","Hatem Hadi Salman Mohammed Al-Jaafari","?????"
"4179",".???? ???? ??? ????? ???????","Zainab Saleh Hassan Shondy Al-Hiliji","?????"
"418","???????? ????? ?????? ???????","Qader Kazim Baridi Sanafni Al-
Abadi","?????"
"4180","??.??? ???? ??? ????","Reham Kazem Reda Mohammed","?????"
"4181","??? ???? ???? ???? ???????","Nada Arif Maneh Hashim Al-Maliki","?????"
"4182","???? ????????? ???? ????","Muhammad Abd al-Salam Nazim Muham-
mad","?????"
"4183",".??? ???? ???? ???? ???????","Shaza Walid Ahmed Jawad Al-Faraji","?????"
"4184","???? ??? ???????? ?????????","Safaa Hassan Faris Kadhim
Al-Sudani","?????"
"4185","???? ???? ???? ????? ?????????","Muhammad Qasim Jalib Shanir N Al-Shamlawi","?????"
"4186",".????? ???? ??????? ???? ???????","Amir H       Latif Abdullah Omair Al-
Rukani","?????"
"4187","???? ??? ????????????? ???????","Khaled Maan Munir Abdulrahman Al-Saadoun","?????"
"4188","????? ???? ???????? ????????","Mushtaq Sami Obaidkadhim Al-Tamimi","?????"
"4189","????? ??????? ???? ????? ??????","Ahlam Ismail Daoud Samoui and
Sateren","?????"
"419","??? ????????? ???? ???????? ????","Rajab Abdulwahid Majeed Abdulhassan Muzaffar","?????"
"4190",".???? ????? ???? ??? ???????","Zainab Obaidish Jalab Hassan Al-Khafaji","?????"
"4191","???? ???? ????? ???? ???????","Adel Mohsen Burhan Hamoud Al-Nadawi","?????"
"4192","??? ????????? ???? ???????","Zaid Shaker Mahmoud Ahmed Al-Qaisi","?????"
"4193","???? ???? ???????? ????????","Falah Saeed Jarmatkadhim Al-Dulaimi","?????"
"4194","???? ????? ?????????? ???????","Talal Hasiran Jarusliman Al-Jabouri","?????"
"4195","???? ???? ???? ???? ???????","Khaled Jiyad Hamza Mohsen Al-Zubaidi","?????"
"4196","???? ??????? ???? ???? ???????","Mohammed Ibrahim Saeed Hamid Al-Abidi","?????"
"4197","?????? ???? ????? ??????????","Gulshan Jalal Mustafa Moham-
mad Kamali","?????"
"4198","???????? ????? ????? ???????","Razak Kareem Hasirn Shahada Al-Jabouri","?????"
"4199","???? ???? ?????? ??? ????????","Younis Qasim Shaghanri Abdul
Wahili","?????"
"42","???? ??? ???? ????","Sondos Ali Abbas Ali","?????"
"420","???? ??? ????? ???? ???????","Residents ofFalak Rahima Hassan
                   Al-Maliki","?????"
"4200","???? ???? ???? ??? ???????","Ziad Tariq Ahmed Dharib Al-Jadady","?????"
"4201","??????? ????????? ???? ???????","   Omar Habib Abdul Razzaq Habib
                     Al-Anani","?????"
"4202","???? ???? ???? ???? ???????","Sadiq Saleh Hamza Ali Al-Ghariri","?????"
"4203","???? ????? ???? ???? ???????","Saleh Mustafa Mahdi Saleh Al-
Dula'i","?????"
"4204","??? ???? ???? ????????? ????????","Lamia Amer Yasser Abdel Karim Al-Dajili","?????"
"4205","??? ????????? ????? ???????","Saif Shaker Zidan Prism Al-Miyagi","?????"
"4206","??? ???? ????????? ???? ???????","Hassan Ali Abdul Karim Saleh Al-Saadoun","?????"
"4207","???? ???????? ?????? ????????","Mohammed Amerhadi Yasirn
Al-Abdelii","?????"
"4208","???? ????? ???? ???????????","Laila Hasirn Mukhlif Aziz Al-Falaji","?????"
"4209","???? ??????? ????? ???? ?????????","     Ahmed Ibrahim Haseer N Moh-
               ammed Al-Takrithri","?????"
"421",".???? ???????? ???? ???????","Ahmed Dagherjasm Kazem Al-Shabithi","?????"
"4210","???? ???? ????? ???? ????????","Fadhel Jassim Darwish Ajil Al-Masoudi","?????"
"4211","?????? ????? ????? ???? ???????","His Excellency Turkish Ebadeh
Abboud Hamdani","?????"
"4212","??? ????? ???? ????? ?????","Heba Tawfiq Hamza Ghathwan Gheriri","?????"
"4213","???? ???? ????????? ???? ??????","Ali Hazal Abdul Qader Muhammad Al-Khalil","?????"
"4214","???? ???? ????? ???? ????????","Nouri Ghafil Hamadi Taamahi Al-Dalimiyi","?????"
"4215","??? ???? ???? ?????? ????????","Saad Kamil Hashim Al-Ali Al-Dulaimiyi","?????"
"4216","????? ????????? ???? ????","Date of Abdul Karim Mohsen Talib","?????"
"4217","??????? ???? ???? ???????","By Bakriad Zwain Mohammed Al-Jabouri","?????"
"4218","???? ?????? ???? ??????????","Salah Yasser Mohamed Hassoun Karagul","?????"
"4219","???? ???? ???? ???? ????????","???? ???? ???? ???? ????????","?????"
"422","????????????? ????????? ??? ????????","   Ammar Abdul Wahab Abdul Ha-
           kim Musa Al-Sawafni","?????"
"4220","??? ???? ???? ????? ??????","Suha Hisham Sayyab Marzouq Al-Sayyab","?????"
"4221","????????? ???? ???? ???? ????????","Abdul Majeed Rashid Khaled Rashid Al-Jumaili","?????"
"4222","???? ????? ???? ???? ??????","Mohammed Hasiran Musharraf
Ali Al-Shammari","?????"
"4223","s????????????????????? ?????????","Omar Abdel Aziz Mahmoud Kazem Al-Samarani","?????"
"4224","????? ???? ???? ????? ????????","Lamia Nihad Jassim Haseer N Al-Dulaimiyi","?????"
"4225","???? ????? ???? ??? ???????","Rami Salman Ahmed Abdel-Obaidi","?????"
"4226","???? ???? ????? ??????????????","Ali Rashid Mahmoud Khadir
Al-Mashhadani","?????"
"4227","???? ??? ????? ???? ????????","Youssef Laith Farouk Mohammed Al-
Dulaimi","?????"
"4228","??????? ???? ????? ????? ????????","Abdullah Dawood Salman Zidan Al-Dulaimi","?????"
"4229","???? ???? ??????? ???? ???????","Ahmed Qasim Ibrahim Mohammed Al-Abidi","?????"
"423","????????? ???? ???? ???? ????????","  Abdulkadhim Karim Jalil Habib
                    Al-Kanani","?????"
"4230","???????? ??????? ??????","Nadia Karam Baranani Musk-
jack","?????"
"4231","???? ???? ????? ???? ????????","Ayman Haytham Qaddouri Jassim Al-Jumaili","?????"
"4232","???????? ???? ???? ?????????","Hajar Faiq Jameel Ahmed Al-Salmanani","?????"
"4233",".???? ???? ???????? ???????","Akram Mohammed Nasser Mohsen Al-Falluji","?????"
"4234","??? ????? ???? ???? ??????","Visions of Hasir N       Muhammad
Ahmad Mashhad","?????"
"4235","???? ???? ??? ???? ??????","Faeq NayefHassan Return of the Bath","?????"
"4236","???? ????????? ??????? ????????????","Alaa Abdel Karim Ibrahim Khadirar Kibawy","?????"
"4237","???? ???? ???? ??????? ???????","Mohammed Hadi Ahmed Ibrahim Al-Abidi","?????"
"4238","???? ???? ??? ???? ???????","Salim Ali Abdul Salem Al-Zubaidi","?????"
"4239","???? ????? ???? ????? ?????","Riyadh Mahmoud Mohammed Mustafa Al-
Jaf","?????"
"424","????? ???????? ??? ??????","Hawra Aziz Hamid Hassan Al-Ali","?????"
"4240","????? ????????? ???","Ihab Shaker Mahmoud Hamad","?????"
"4241","???? ?????????? ????","Ziad Al-Atallah Muhammad","?????"
"4242","???? ????????????","Good news, dear Qadir Raj-
awad","?????"
"4243","???? ???? ???? ???? ???????","Hamid Khalid Mohammed Saeed Al-Masari","?????"
"4244","??????? ???? ???? ?????????","Amer Abdul Muhammad Jam-
eel Al-Kartani","?????"
"4245","???? ??? ???? ????????? ????????","Fouad Saad Fouad Abdul Majeed Al-Mutawali","?????"
"4246","???? ???? ???? ???? ????????","Aseel Sabaji, Asim Mohammed Al-Shaikhli","?????"
"4247","???? ???? ????? ????? ????????","Muhammad Aliwi Mahmoud Al-Dulaimi plows","?????"
"4248",".???? ??? ???? ??? ?????","Jawad Maji Suhail Najm Khazraji","?????"
"4249","????? ???? ????? ???? ?????????","Mu'ayyar N Shaker Numan Thabet
Al-Sha'banani","?????"
"425","??? ???? ???? ???????????","Saad Rashash Jiyad Daghralamarah","?????"
"4250","??? ???? ???? ????????????","Hind Khamis Majid Zubairaldlim??","?????"
"4251","????? ???? ???? ???? ?????","Saman Farid Abbas Jumaa Zangana","?????"
"4252","???? ???? ???? ????? ???????","Ahmed Mahdi Saleh Aliwi Al-Jubouri","?????"
"4253","??? ??????? ??? ????? ????????","Guest Ibrahim Hamad Mahaoush Al-Dulaimi","?????"
"4254","????? ???? ???? ???? ???????","????? ???? ???? ???? ???????","?????"
"4255","???????? ???? ????? ????????","???? ???? ???? ????? ????????","?????"
"4256","???? ???? ???? ??? ??????","Ahmed Ali Mohsen Abdel Rawi","?????"
"4257","s????? ????????? ??????? ??????","Congratulations to Nasir Mahmoud Abdullah
Al-Tani","?????"
"4258","????? ???? ???? ????????????","Badia Sabah Majeed Khadir Al-Bayanari","?????"
"4259","????????? ???? ????? ??? ???????","Abdul Hakim Asi Ghadhban Ha-
ssan Al-Anni","?????"
"426","??? ????. ????????? ???? ?????????","Abdulrahman Sadiq Jaafar Laithi Haj Wadi","?????"
"4260","???? ???????? ???? ???????","Fouad Shukr Mahmoud Mohammed
Al-Zubaidi","?????"
"4261","?? ??????? ???? ??? ??????","?? ??????? ???? ??? ??????","?????"
"4262","??????? ????? ???? ????????","Sahar Mohammed Salman Hadi Al-Tamimi","?????"
"4263","???? ???????? ???? ??????","Jassim Khadir Abbas NaseefBaabidi","?????"
"4264","???? ??? ???? ??? ???????","Khaled Saad Ahmed KhalafAl-Obaidi","?????"
"4265","???? ???????? ???? ??????????","    Muththan Mansour KhalafMo-
         hammed Al-Mashhadani","?????"
"4266","s???? ???? ???? ????? ??????","    Radhab Hafez Hamid Haseer N
                      Al-Tani","?????"
"4267","??? ???? ???? ???? ??? ????","Tell me Diab Mukhallaf Mulla Hamda","?????"
"4268","???? ??? ???? ????? ????????","Ahmed Abdul Mohammed Alawi Karagol?i","?????"
"4269","???? ?? ????? ???? ?????","  Ali Taha Mustafa Muham-
             mad Ghariri","?????"
"427",".???? ???? ???? ????? ??????","Return of Mohammed Awad Sultan
Al-Yinon","?????"
"4270","??? ???? ??????? ???? ???????","Heba Khalil Ibrahim Mahdi Al-Abidi","?????"
"4271","??? ????? ???? ???? ???????","Raad Salman Munif Mohammed Al-Jadady","?????"
"4272","????? ???? ??? ????? ???????","Ithar Saeed Abdul Eidan Al-Wasiti","?????"
"4273","?????????. ???? ??? ????? ????","???? ??? ????? ???? ?????????","?????"
"4274","??? ???? ???? ??????. ???","Ron Qusay Rashid Ahmed Al-Karwi","?????"
"4275","???? ???? ???? ???? ???????","Majid Hamid Faisal Salem Al-Saadan","?????"
"4276","????????? ???.? ???? ???????","Ammar Mahmoud Farih Jassim Al-Aqidi","?????"
"4277","???? ???? ????? ???? ???????","Shihab Ahmed Farhan Ajrash Al-Zubaie","?????"
"4278","???? ???? ???? ????? ????????","    Adel Sadiq Jamil Aftan Al-Husaythan
                               Y","?????"
"4279","??? ???? ???? ??? ???????","Maha Attia Mohammed Hassan Al-Jabouri","?????"
"428","????????? ???? ??? ????????","Intesar Hassan Youssef Hassan Al-Jazaery","?????"
"4280","??? ??? ??? ???? ????????","   Aws Raad Makki Mujbil Al-
                  Hayyanni","?????"
"4281","???? ??? ???? ????? ??????","Khaled Abdul Salthi Khalawi Al-Shammari","?????"
"4282","????? ???? ???? ???????????","Share with Sarmed Mohammed Saber Al-
                           Zankeneh","?????"
"4283","???? ???? ???? ????? ???????"," Mohammed Khaled Ali Has-
            iran Al-Nadawi","?????"
"4284",".???? ??? ??? ???? ???????","Eng. Muhand Abdul Hamad Jassim Al-
Lahithi","?????"
"4285","???? ???? ????? ???? ????????","Hazem Mohammed Imran Ahmed Al-
Awisi","?????"
"4286","????? ???? ?????????? ????????","Ilham Majid Khorshid Kazim Al-
Bayanri","?????"
"4287","????????? ???? ???? ??? ???????","Ziauddin Jamal Ali Hassan Al-Akeidi","?????"
"4288","????? ????? ??? ???? ??????","Mustafa Adnan Khalaf Mohsen
Dalimi","?????"
"4289","??? ???? ????? ???????????","Saif Muhammad Sarhan Dha'ar Al-Ubaidi","?????"
"429","???? ?????????? ??? ???? ??????","Abbas Abdul Haseer N Khalaf Hassoun Al-Hajjaj","?????"
"4290","???? ???? ???????? ?????????","     Mohammed Jassab Rashid Kataa
                     Al-Zarkanani","?????"
"4291","????????? ???? ????? ???????","       Eithar Ahmed Mohammed Alwan Al-
                              Abbasi","?????"
"4292","???? ???? ???? ?????? ???????","Diaa Mohammed Jassim Muhaimid Al-Azzawi","?????"
"4293","???? ???????. ???? ????????","     Muththan Hilal Al-Karji Sahab Al-
                           Obaidi","?????"
"4294","????? ???? ????? ???? ??????","Salma Hamad Daboul Jassim Al-Rawi","?????"
"4295","????? ?????? ??? ???? ?????","Osman Yasser N Hassan Mo-
           hammed Zobaei","?????"
"4296","???? ???? ???? ????? ???????","      Razzaq Mukhalaf Ali Hasir N
                        Al-Masari","?????"
"4297","???? ???? ???? ???? ???????","Asaad Trad Hamza Mohsen Al-Zubaidi","?????"
"4298","???? ??? ???? ???????? ???????","Sarah Faraj Mahdi Mohammed Saleh Al-Obaidi","?????"
"4299","???? ??? ???? ???? ????????","Faeq KhalafAwad Sahab Al-Dulaimi","?????"
"43","??????????? ????","Shah Omar, a great messenger","?????"
"430","???? ?????????. ???? ???? ???","The reproach of the galab, the king
of the wealthy","?????"
"4300",".??? ????????? ???? ???????","Reem Khader Haseer N Suh-
ail Al-Janani","?????"
"4301","???????? ???? ????? ???????","Amer Jassim Madji Farhan Al-Zubaidi","?????"
"4302","??? ???? ???? ??????? ???????","Shaza Saleh Mahdi Abdullah Al-Obaidi","?????"
"4303",".????? ????????? ???? ??? ???????","Amir H. Abdul Latif Hamid Hassan Al-Janani","?????"
"4304","???? ????? ????? ???? ??????","Fouad Mahmoud Salman Mohammed Al-Karwi","?????"
"4305","???? ????? ???? ???? ???????","Mohammed Saadoun Jassim Mohammed Al-Masari","?????"
"4306","???? ???? ???? ???? ????????","Taybah Tariq Hammad Shamkh Al-Dulaimi","?????"
"4307","???? ???????? ???? ???????","Alaa Nasser Attia Mohammed Al-Qaisi","?????"
"4308","??????? ????? ??? ??????????","Omar Jihad Mahmoud Hamad
Al-Mashhadani","?????"
"4309",".???? ???????? ????? ???????","Ahmed Sayer Obaid Mahmoud Al-Janani","?????"
"431","????? ???? ???? ????????????","Mustafa Abbas Abboud Mukhtar al-
Mukhtar","?????"
